DATAFLOW,LAST UPDATE,freq,nace_r2,sizeclas,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2011,0.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2012,0.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2013,0.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2014,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2015,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2016,0.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2017,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2018,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2019,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2020,0.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2021,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2022,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2023,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2009,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2010,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2011,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2012,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2013,0.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2014,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2015,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2016,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2017,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2018,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2019,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2020,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2021,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2022,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,RO,2023,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2009,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2010,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2011,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2012,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2013,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2014,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2015,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2016,2.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2017,2.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2018,2.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2019,2.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2020,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2021,2.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2022,3.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SE,2023,2.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2008,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2009,0.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2010,0.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2011,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2012,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2013,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2014,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2015,1.3,b
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2016,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2017,2.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2018,2.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2019,2.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2020,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2021,2.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2022,3.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SI,2023,2.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2008,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2009,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2010,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2011,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2012,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2013,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2014,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2015,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2016,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2017,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2018,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2019,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2020,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2021,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2022,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,SK,2023,1.0,
