
	Representative rates for the period  January 01, 1994 - November 01, 2023
	Date	U.K. pound(GBP)	
	19-Jun-2001	1.3969  	
	20-Jun-2001	1.3952  	
	21-Jun-2001	1.4086  	
	22-Jun-2001	1.4153  	
	25-Jun-2001	1.4151  	
	26-Jun-2001	1.4122  	
	27-Jun-2001	1.4161  	
	28-Jun-2001	1.411  	
	29-Jun-2001	1.4041  	
	02-Jul-2001	1.4153  	
	03-Jul-2001	1.4093  	
	04-Jul-2001	1.4033  	
	05-Jul-2001	1.4053  	
	06-Jul-2001	1.4009  	
	09-Jul-2001	1.4056  	
	10-Jul-2001	1.4096  	
	11-Jul-2001	1.4164  	
	12-Jul-2001	1.4074  	
	13-Jul-2001	1.4034  	
	16-Jul-2001	1.4004  	
	17-Jul-2001	1.3987  	
	18-Jul-2001	1.4089  	
	19-Jul-2001	1.4172  	
	20-Jul-2001	1.4313  	
	23-Jul-2001	1.4235  	
	24-Jul-2001	1.4185  	
	25-Jul-2001	1.4241  	
	26-Jul-2001	1.43  	
	27-Jul-2001	1.4256  	
	30-Jul-2001	1.4243  	
	31-Jul-2001	1.4257  	
	01-Aug-2001	1.4313  	
	02-Aug-2001	1.4343  	
	03-Aug-2001	1.4294  	
	06-Aug-2001	1.4241  	
	07-Aug-2001	1.4159  	
	08-Aug-2001	1.4152  	
	09-Aug-2001	1.4207  	
	10-Aug-2001	1.4251  	
	13-Aug-2001	1.4234  	
	14-Aug-2001	1.4204  	
	15-Aug-2001	1.4366  	
	16-Aug-2001	1.4481  	
	17-Aug-2001	1.4446  	
	20-Aug-2001	1.4444  	
	21-Aug-2001	1.4493  	
	22-Aug-2001	1.4567  	
	23-Aug-2001	1.4447  	
	24-Aug-2001	1.4414  	
	28-Aug-2001	1.4385  	
	29-Aug-2001	1.4567  	
	30-Aug-2001	1.4535  	
	31-Aug-2001	1.46  	
	03-Sep-2001	1.455  	
	04-Sep-2001	1.4481  	
	05-Sep-2001	1.4467  	
	06-Sep-2001	1.4524  	
	07-Sep-2001	1.4537  	
	10-Sep-2001	1.4662  	
	11-Sep-2001	1.4565  	
	12-Sep-2001	1.4658  	
	13-Sep-2001	1.4672  	
	14-Sep-2001	1.4737  	
	17-Sep-2001	1.4708  	
	18-Sep-2001	1.4677  	
	19-Sep-2001	1.4644  	
	20-Sep-2001	1.466  	
	21-Sep-2001	1.4559  	
	24-Sep-2001	1.4601  	
	25-Sep-2001	1.4625  	
	26-Sep-2001	1.4755  	
	27-Sep-2001	1.4745  	
	28-Sep-2001	1.4702  	
	01-Oct-2001	1.4783  	
	02-Oct-2001	1.4781  	
	03-Oct-2001	1.4698  	
	04-Oct-2001	1.4727  	
	05-Oct-2001	1.4785  	
	08-Oct-2001	1.4734  	
	09-Oct-2001	1.4696  	
	10-Oct-2001	1.4504  	
	11-Oct-2001	1.4507  	
	12-Oct-2001	1.4465  	
	15-Oct-2001	1.4506  	
	16-Oct-2001	1.4439  	
	17-Oct-2001	1.4461  	
	18-Oct-2001	1.4426  	
	19-Oct-2001	1.4414  	
	22-Oct-2001	1.4316  	
	23-Oct-2001	1.4209  	
	24-Oct-2001	1.426  	
	25-Oct-2001	1.4257  	
	26-Oct-2001	1.431  	
	29-Oct-2001	1.4484  	
	30-Oct-2001	1.454  	
	31-Oct-2001	1.4556  	
	01-Nov-2001	1.4648  	
	02-Nov-2001	1.4644  	
	05-Nov-2001	1.4515  	
	06-Nov-2001	1.4575  	
	07-Nov-2001	1.4656  	
	08-Nov-2001	1.4629  	
	09-Nov-2001	1.4491  	
	12-Nov-2001	1.4543  	
	13-Nov-2001	1.4477  	
	14-Nov-2001	1.438  	
	15-Nov-2001	1.436  	
	16-Nov-2001	1.4314  	
	19-Nov-2001	1.421  	
	20-Nov-2001	1.4193  	
	21-Nov-2001	1.4205  	
	22-Nov-2001	1.4134  	
	23-Nov-2001	1.414  	
	26-Nov-2001	1.4183  	
	27-Nov-2001	1.4089  	
	28-Nov-2001	1.4159  	
	29-Nov-2001	1.4262  	
	30-Nov-2001	1.4255  	
	03-Dec-2001	1.4212  	
	04-Dec-2001	1.4234  	
	05-Dec-2001	1.4228  	
	06-Dec-2001	1.4158  	
	07-Dec-2001	1.4269  	
	10-Dec-2001	1.4304  	
	11-Dec-2001	1.4327  	
	12-Dec-2001	1.4424  	
	13-Dec-2001	1.4451  	
	14-Dec-2001	1.4521  	
	17-Dec-2001	1.458  	
	18-Dec-2001	1.4547  	
	19-Dec-2001	1.4473  	
	20-Dec-2001	1.4447  	
	21-Dec-2001	1.449  	
	24-Dec-2001	1.4336  	
	27-Dec-2001	1.4465  	
	28-Dec-2001	1.4489  	
	31-Dec-2001	1.4504  	
	02-Jan-2002	1.451  	
	03-Jan-2002	1.445  	
	04-Jan-2002	1.4383  	
	07-Jan-2002	1.4348  	
	08-Jan-2002	1.4399  	
	09-Jan-2002	1.4413  	
	10-Jan-2002	1.4443  	
	11-Jan-2002	1.4426  	
	14-Jan-2002	1.4496  	
	15-Jan-2002	1.4462  	
	16-Jan-2002	1.436  	
	17-Jan-2002	1.4344  	
	18-Jan-2002	1.4358  	
	21-Jan-2002	1.4356  	
	22-Jan-2002	1.4277  	
	23-Jan-2002	1.429  	
	24-Jan-2002	1.4227  	
	25-Jan-2002	1.4125  	
	28-Jan-2002	1.4056  	
	29-Jan-2002	1.4105  	
	30-Jan-2002	1.4163  	
	31-Jan-2002	1.4131  	
	01-Feb-2002	1.4112  	
	04-Feb-2002	1.4163  	
	05-Feb-2002	1.4219  	
	06-Feb-2002	1.4149  	
	07-Feb-2002	1.41  	
	08-Feb-2002	1.4165  	
	11-Feb-2002	1.4223  	
	12-Feb-2002	1.426  	
	13-Feb-2002	1.4329  	
	14-Feb-2002	1.4261  	
	15-Feb-2002	1.4277  	
	18-Feb-2002	1.4284  	
	19-Feb-2002	1.4243  	
	20-Feb-2002	1.4309  	
	21-Feb-2002	1.4263  	
	22-Feb-2002	1.4259  	
	25-Feb-2002	1.4292  	
	26-Feb-2002	1.425  	
	27-Feb-2002	1.4174  	
	28-Feb-2002	1.4168  	
	01-Mar-2002	1.421  	
	04-Mar-2002	1.4164  	
	05-Mar-2002	1.42  	
	06-Mar-2002	1.4217  	
	07-Mar-2002	1.4222  	
	08-Mar-2002	1.4244  	
	11-Mar-2002	1.4202  	
	12-Mar-2002	1.4152  	
	13-Mar-2002	1.4117  	
	14-Mar-2002	1.4182  	
	15-Mar-2002	1.4246  	
	18-Mar-2002	1.4232  	
	19-Mar-2002	1.4281  	
	20-Mar-2002	1.4223  	
	21-Mar-2002	1.4319  	
	22-Mar-2002	1.4273  	
	25-Mar-2002	1.4265  	
	26-Mar-2002	1.4249  	
	27-Mar-2002	1.4247  	
	28-Mar-2002	1.4232  	
	02-Apr-2002	1.4373  	
	03-Apr-2002	1.4359  	
	04-Apr-2002	1.4371  	
	05-Apr-2002	1.4343  	
	08-Apr-2002	1.4349  	
	09-Apr-2002	1.4322  	
	10-Apr-2002	1.4374  	
	11-Apr-2002	1.4343  	
	12-Apr-2002	1.4368  	
	15-Apr-2002	1.4374  	
	16-Apr-2002	1.4364  	
	17-Apr-2002	1.4444  	
	18-Apr-2002	1.4443  	
	19-Apr-2002	1.4479  	
	22-Apr-2002	1.4464  	
	23-Apr-2002	1.4486  	
	24-Apr-2002	1.4475  	
	25-Apr-2002	1.4522  	
	26-Apr-2002	1.4519  	
	29-Apr-2002	1.4606  	
	30-Apr-2002	1.4568  	
	01-May-2002	1.4578  	
	02-May-2002	1.4621  	
	03-May-2002	1.4631  	
	07-May-2002	1.4658  	
	08-May-2002	1.4616  	
	09-May-2002	1.4575  	
	10-May-2002	1.4622  	
	13-May-2002	1.4629  	
	14-May-2002	1.4513  	
	15-May-2002	1.4492  	
	16-May-2002	1.4563  	
	17-May-2002	1.4562  	
	20-May-2002	1.46  	
	21-May-2002	1.4578  	
	22-May-2002	1.461  	
	23-May-2002	1.459  	
	24-May-2002	1.4528  	
	27-May-2002	1.4551  	
	28-May-2002	1.46  	
	29-May-2002	1.4611  	
	30-May-2002	1.465  	
	31-May-2002	1.4667  	
	05-Jun-2002	1.4585  	
	06-Jun-2002	1.4564  	
	07-Jun-2002	1.4601  	
	10-Jun-2002	1.4617  	
	11-Jun-2002	1.4657  	
	12-Jun-2002	1.472  	
	13-Jun-2002	1.4699  	
	14-Jun-2002	1.4775  	
	17-Jun-2002	1.4775  	
	18-Jun-2002	1.4828  	
	19-Jun-2002	1.493  	
	20-Jun-2002	1.4934  	
	21-Jun-2002	1.4958  	
	24-Jun-2002	1.5053  	
	25-Jun-2002	1.5034  	
	26-Jun-2002	1.5263  	
	27-Jun-2002	1.5192  	
	28-Jun-2002	1.537  	
	01-Jul-2002	1.5309  	
	02-Jul-2002	1.5281  	
	03-Jul-2002	1.5251  	
	04-Jul-2002	1.5254  	
	05-Jul-2002	1.5177  	
	08-Jul-2002	1.5316  	
	09-Jul-2002	1.5437  	
	10-Jul-2002	1.5521  	
	11-Jul-2002	1.5436  	
	12-Jul-2002	1.5486  	
	15-Jul-2002	1.5582  	
	16-Jul-2002	1.5735  	
	17-Jul-2002	1.5645  	
	18-Jul-2002	1.5645  	
	19-Jul-2002	1.577  	
	22-Jul-2002	1.5741  	
	23-Jul-2002	1.5648  	
	24-Jul-2002	1.5668  	
	25-Jul-2002	1.5714  	
	26-Jul-2002	1.5802  	
	29-Jul-2002	1.5631  	
	30-Jul-2002	1.5626  	
	31-Jul-2002	1.5654  	
	01-Aug-2002	1.5515  	
	02-Aug-2002	1.5706  	
	05-Aug-2002	1.5629  	
	06-Aug-2002	1.5427  	
	07-Aug-2002	1.5349  	
	08-Aug-2002	1.5259  	
	09-Aug-2002	1.5287  	
	12-Aug-2002	1.5252  	
	13-Aug-2002	1.5313  	
	14-Aug-2002	1.545  	
	15-Aug-2002	1.5312  	
	16-Aug-2002	1.5337  	
	19-Aug-2002	1.538  	
	20-Aug-2002	1.5238  	
	21-Aug-2002	1.5264  	
	22-Aug-2002	1.5281  	
	23-Aug-2002	1.5188  	
	26-Aug-2002	1.5238  	
	27-Aug-2002	1.526  	
	28-Aug-2002	1.5327  	
	29-Aug-2002	1.5417  	
	30-Aug-2002	1.5527  	
	02-Sep-2002	1.5487  	
	03-Sep-2002	1.5587  	
	04-Sep-2002	1.5629  	
	05-Sep-2002	1.5698  	
	06-Sep-2002	1.5676  	
	09-Sep-2002	1.5597  	
	10-Sep-2002	1.5518  	
	11-Sep-2002	1.556  	
	12-Sep-2002	1.5535  	
	13-Sep-2002	1.5618  	
	16-Sep-2002	1.5418  	
	17-Sep-2002	1.5306  	
	18-Sep-2002	1.5384  	
	19-Sep-2002	1.5527  	
	20-Sep-2002	1.5496  	
	23-Sep-2002	1.557  	
	24-Sep-2002	1.5541  	
	25-Sep-2002	1.5585  	
	26-Sep-2002	1.5608  	
	27-Sep-2002	1.5553  	
	30-Sep-2002	1.5637  	
	01-Oct-2002	1.5729  	
	02-Oct-2002	1.5655  	
	03-Oct-2002	1.57  	
	04-Oct-2002	1.5681  	
	07-Oct-2002	1.5629  	
	08-Oct-2002	1.5648  	
	09-Oct-2002	1.5523  	
	10-Oct-2002	1.5643  	
	11-Oct-2002	1.562  	
	14-Oct-2002	1.5615  	
	15-Oct-2002	1.554  	
	16-Oct-2002	1.5546  	
	17-Oct-2002	1.5541  	
	18-Oct-2002	1.5475  	
	21-Oct-2002	1.5476  	
	22-Oct-2002	1.5455  	
	23-Oct-2002	1.5464  	
	24-Oct-2002	1.5457  	
	25-Oct-2002	1.5529  	
	28-Oct-2002	1.5476  	
	29-Oct-2002	1.559  	
	30-Oct-2002	1.5569  	
	31-Oct-2002	1.56  	
	01-Nov-2002	1.5632  	
	04-Nov-2002	1.5567  	
	05-Nov-2002	1.5635  	
	06-Nov-2002	1.5577  	
	07-Nov-2002	1.5659  	
	08-Nov-2002	1.5853  	
	11-Nov-2002	1.5958  	
	12-Nov-2002	1.5903  	
	13-Nov-2002	1.5874  	
	14-Nov-2002	1.5871  	
	15-Nov-2002	1.57504  	
	18-Nov-2002	1.5809  	
	19-Nov-2002	1.5897  	
	20-Nov-2002	1.5727  	
	21-Nov-2002	1.5745  	
	22-Nov-2002	1.5813  	
	25-Nov-2002	1.5669  	
	26-Nov-2002	1.5631  	
	27-Nov-2002	1.5504  	
	28-Nov-2002	1.5531  	
	29-Nov-2002	1.552  	
	02-Dec-2002	1.5475  	
	03-Dec-2002	1.565  	
	04-Dec-2002	1.5733  	
	05-Dec-2002	1.5698  	
	06-Dec-2002	1.569  	
	09-Dec-2002	1.5782  	
	10-Dec-2002	1.5788  	
	11-Dec-2002	1.572  	
	12-Dec-2002	1.5786  	
	13-Dec-2002	1.5871  	
	16-Dec-2002	1.5889  	
	17-Dec-2002	1.5991  	
	18-Dec-2002	1.5982  	
	19-Dec-2002	1.6048  	
	20-Dec-2002	1.603  	
	23-Dec-2002	1.599  	
	24-Dec-2002	1.5904  	
	26-Dec-2002	1.598  	
	27-Dec-2002	1.5997  	
	30-Dec-2002	1.6019  	
	31-Dec-2002	1.6118  	
	02-Jan-2003	1.6075  	
	03-Jan-2003	1.5947  	
	06-Jan-2003	1.6132  	
	07-Jan-2003	1.6035  	
	08-Jan-2003	1.6016  	
	09-Jan-2003	1.6093  	
	10-Jan-2003	1.6085  	
	13-Jan-2003	1.6042  	
	14-Jan-2003	1.6055  	
	15-Jan-2003	1.5984  	
	16-Jan-2003	1.6043  	
	17-Jan-2003	1.6162  	
	20-Jan-2003	1.6066  	
	21-Jan-2003	1.6067  	
	22-Jan-2003	1.6102  	
	23-Jan-2003	1.6216  	
	24-Jan-2003	1.6304  	
	27-Jan-2003	1.638  	
	28-Jan-2003	1.6377  	
	29-Jan-2003	1.6469  	
	30-Jan-2003	1.6435  	
	31-Jan-2003	1.6509  	
	03-Feb-2003	1.6382  	
	04-Feb-2003	1.6452  	
	05-Feb-2003	1.6515  	
	06-Feb-2003	1.6465  	
	07-Feb-2003	1.626  	
	10-Feb-2003	1.6339  	
	11-Feb-2003	1.6193  	
	12-Feb-2003	1.6182  	
	13-Feb-2003	1.6205  	
	14-Feb-2003	1.6165  	
	17-Feb-2003	1.5988  	
	18-Feb-2003	1.5957  	
	19-Feb-2003	1.5933  	
	20-Feb-2003	1.597  	
	21-Feb-2003	1.5963  	
	24-Feb-2003	1.578  	
	25-Feb-2003	1.5772  	
	26-Feb-2003	1.576  	
	27-Feb-2003	1.5836  	
	28-Feb-2003	1.5828  	
	03-Mar-2003	1.5753  	
	04-Mar-2003	1.5814  	
	05-Mar-2003	1.5936  	
	06-Mar-2003	1.603  	
	07-Mar-2003	1.6063  	
	10-Mar-2003	1.5978  	
	11-Mar-2003	1.6013  	
	12-Mar-2003	1.6132  	
	13-Mar-2003	1.6064  	
	14-Mar-2003	1.594  	
	17-Mar-2003	1.5802  	
	18-Mar-2003	1.5641  	
	19-Mar-2003	1.5552  	
	20-Mar-2003	1.5667  	
	21-Mar-2003	1.5653  	
	24-Mar-2003	1.573  	
	25-Mar-2003	1.5766  	
	26-Mar-2003	1.5706  	
	27-Mar-2003	1.5732  	
	28-Mar-2003	1.5642  	
	31-Mar-2003	1.5797  	
	01-Apr-2003	1.5762  	
	02-Apr-2003	1.5737  	
	03-Apr-2003	1.5628  	
	04-Apr-2003	1.5655  	
	07-Apr-2003	1.5505  	
	08-Apr-2003	1.5517  	
	09-Apr-2003	1.5553  	
	10-Apr-2003	1.5632  	
	11-Apr-2003	1.5699  	
	14-Apr-2003	1.5736  	
	15-Apr-2003	1.5719  	
	16-Apr-2003	1.5752  	
	17-Apr-2003	1.5769  	
	22-Apr-2003	1.5766  	
	23-Apr-2003	1.5784  	
	24-Apr-2003	1.5918  	
	25-Apr-2003	1.5881  	
	28-Apr-2003	1.596  	
	29-Apr-2003	1.5913  	
	30-Apr-2003	1.5961  	
	01-May-2003	1.6039  	
	02-May-2003	1.6072  	
	05-May-2003	1.6062  	
	06-May-2003	1.609  	
	07-May-2003	1.6075  	
	08-May-2003	1.5996  	
	09-May-2003	1.6031  	
	12-May-2003	1.6136  	
	13-May-2003	1.6074  	
	14-May-2003	1.6137  	
	15-May-2003	1.6198  	
	16-May-2003	1.6215  	
	19-May-2003	1.6349  	
	20-May-2003	1.6327  	
	21-May-2003	1.6436  	
	22-May-2003	1.6334  	
	23-May-2003	1.6396  	
	26-May-2003	1.6384  	
	27-May-2003	1.6442  	
	28-May-2003	1.634  	
	29-May-2003	1.6421  	
	30-May-2003	1.6476  	
	02-Jun-2003	1.63  	
	03-Jun-2003	1.635  	
	04-Jun-2003	1.6327  	
	05-Jun-2003	1.639  	
	06-Jun-2003	1.665  	
	09-Jun-2003	1.6514  	
	10-Jun-2003	1.6515  	
	11-Jun-2003	1.6638  	
	12-Jun-2003	1.6735  	
	13-Jun-2003	1.6694  	
	16-Jun-2003	1.6834  	
	17-Jun-2003	1.6803  	
	18-Jun-2003	1.68  	
	19-Jun-2003	1.6732  	
	20-Jun-2003	1.6742  	
	23-Jun-2003	1.6579  	
	24-Jun-2003	1.6685  	
	25-Jun-2003	1.6718  	
	26-Jun-2003	1.667  	
	27-Jun-2003	1.6551  	
	30-Jun-2003	1.6501  	
	01-Jul-2003	1.658  	
	02-Jul-2003	1.6637  	
	03-Jul-2003	1.6625  	
	04-Jul-2003	1.6685  	
	07-Jul-2003	1.6528  	
	08-Jul-2003	1.6362  	
	09-Jul-2003	1.6335  	
	10-Jul-2003	1.6375  	
	11-Jul-2003	1.636  	
	14-Jul-2003	1.6248  	
	15-Jul-2003	1.6119  	
	16-Jul-2003	1.5912  	
	17-Jul-2003	1.5957  	
	18-Jul-2003	1.5926  	
	21-Jul-2003	1.5909  	
	22-Jul-2003	1.6023  	
	23-Jul-2003	1.6036  	
	24-Jul-2003	1.6141  	
	25-Jul-2003	1.6173  	
	28-Jul-2003	1.6223  	
	29-Jul-2003	1.6255  	
	30-Jul-2003	1.6237  	
	31-Jul-2003	1.6106  	
	01-Aug-2003	1.6028  	
	04-Aug-2003	1.6118  	
	05-Aug-2003	1.6104  	
	06-Aug-2003	1.6145  	
	07-Aug-2003	1.6071  	
	08-Aug-2003	1.6128  	
	11-Aug-2003	1.5994  	
	12-Aug-2003	1.6035  	
	13-Aug-2003	1.6046  	
	14-Aug-2003	1.6078  	
	15-Aug-2003	1.6011  	
	18-Aug-2003	1.5917  	
	19-Aug-2003	1.5864  	
	20-Aug-2003	1.5901  	
	21-Aug-2003	1.5834  	
	22-Aug-2003	1.5761  	
	25-Aug-2003	1.5729  	
	26-Aug-2003	1.5639  	
	27-Aug-2003	1.5705  	
	28-Aug-2003	1.5657  	
	29-Aug-2003	1.58  	
	01-Sep-2003	1.5715  	
	02-Sep-2003	1.5678  	
	03-Sep-2003	1.5639  	
	04-Sep-2003	1.5728  	
	05-Sep-2003	1.5825  	
	08-Sep-2003	1.5888  	
	09-Sep-2003	1.5838  	
	10-Sep-2003	1.5905  	
	11-Sep-2003	1.594  	
	12-Sep-2003	1.5919  	
	15-Sep-2003	1.6028  	
	16-Sep-2003	1.5927  	
	17-Sep-2003	1.5989  	
	18-Sep-2003	1.6153  	
	19-Sep-2003	1.6245  	
	22-Sep-2003	1.6473  	
	23-Sep-2003	1.6543  	
	24-Sep-2003	1.6551  	
	25-Sep-2003	1.6577  	
	26-Sep-2003	1.6606  	
	29-Sep-2003	1.6479  	
	30-Sep-2003	1.6736  	
	01-Oct-2003	1.6581  	
	02-Oct-2003	1.6641  	
	03-Oct-2003	1.6699  	
	06-Oct-2003	1.665  	
	07-Oct-2003	1.674  	
	08-Oct-2003	1.6607  	
	09-Oct-2003	1.6642  	
	10-Oct-2003	1.6643  	
	13-Oct-2003	1.6587  	
	14-Oct-2003	1.6606  	
	15-Oct-2003	1.671  	
	16-Oct-2003	1.6724  	
	17-Oct-2003	1.6727  	
	20-Oct-2003	1.6765  	
	21-Oct-2003	1.6715  	
	22-Oct-2003	1.6806  	
	23-Oct-2003	1.691  	
	24-Oct-2003	1.6941  	
	27-Oct-2003	1.6947  	
	28-Oct-2003	1.6906  	
	29-Oct-2003	1.7044  	
	30-Oct-2003	1.704  	
	31-Oct-2003	1.6916  	
	03-Nov-2003	1.6965  	
	04-Nov-2003	1.6763  	
	05-Nov-2003	1.6757  	
	06-Nov-2003	1.6732  	
	07-Nov-2003	1.6645  	
	10-Nov-2003	1.6711  	
	11-Nov-2003	1.6675  	
	12-Nov-2003	1.6726  	
	13-Nov-2003	1.6831  	
	14-Nov-2003	1.6902  	
	17-Nov-2003	1.6906  	
	18-Nov-2003	1.6881  	
	19-Nov-2003	1.698  	
	20-Nov-2003	1.7036  	
	21-Nov-2003	1.7024  	
	24-Nov-2003	1.6962  	
	25-Nov-2003	1.6974  	
	26-Nov-2003	1.6988  	
	27-Nov-2003	1.7134  	
	28-Nov-2003	1.7203  	
	01-Dec-2003	1.7249  	
	02-Dec-2003	1.7188  	
	03-Dec-2003	1.73  	
	04-Dec-2003	1.7242  	
	05-Dec-2003	1.7217  	
	08-Dec-2003	1.7346  	
	09-Dec-2003	1.7425  	
	10-Dec-2003	1.744  	
	11-Dec-2003	1.7437  	
	12-Dec-2003	1.7476  	
	15-Dec-2003	1.7415  	
	16-Dec-2003	1.746  	
	17-Dec-2003	1.7506  	
	18-Dec-2003	1.7679  	
	19-Dec-2003	1.7679  	
	22-Dec-2003	1.7641  	
	23-Dec-2003	1.7652  	
	24-Dec-2003	1.7683  	
	26-Dec-2003	1.7728  	
	29-Dec-2003	1.7761  	
	30-Dec-2003	1.7759  	
	31-Dec-2003	1.7847  	
	02-Jan-2004	1.7858  	
	05-Jan-2004	1.7996  	
	06-Jan-2004	1.8209  	
	07-Jan-2004	1.814  	
	08-Jan-2004	1.8122  	
	09-Jan-2004	1.8365  	
	12-Jan-2004	1.8523  	
	13-Jan-2004	1.845  	
	14-Jan-2004	1.836  	
	15-Jan-2004	1.8236  	
	16-Jan-2004	1.8115  	
	19-Jan-2004	1.7859  	
	20-Jan-2004	1.8078  	
	21-Jan-2004	1.8304  	
	22-Jan-2004	1.8438  	
	23-Jan-2004	1.8476  	
	26-Jan-2004	1.8279  	
	27-Jan-2004	1.8066  	
	28-Jan-2004	1.834  	
	29-Jan-2004	1.8248  	
	30-Jan-2004	1.8108  	
	02-Feb-2004	1.8222  	
	03-Feb-2004	1.838  	
	04-Feb-2004	1.8378  	
	05-Feb-2004	1.8324  	
	06-Feb-2004	1.8333  	
	09-Feb-2004	1.8603  	
	10-Feb-2004	1.8715  	
	11-Feb-2004	1.8702  	
	12-Feb-2004	1.8924  	
	13-Feb-2004	1.8919  	
	16-Feb-2004	1.8845  	
	17-Feb-2004	1.907  	
	18-Feb-2004	1.9092  	
	19-Feb-2004	1.8908  	
	20-Feb-2004	1.876  	
	23-Feb-2004	1.8586  	
	24-Feb-2004	1.8749  	
	25-Feb-2004	1.8925  	
	26-Feb-2004	1.8566  	
	27-Feb-2004	1.849  	
	01-Mar-2004	1.8677  	
	02-Mar-2004	1.8577  	
	03-Mar-2004	1.8321  	
	04-Mar-2004	1.8326  	
	05-Mar-2004	1.8193  	
	08-Mar-2004	1.8529  	
	09-Mar-2004	1.8404  	
	10-Mar-2004	1.8195  	
	11-Mar-2004	1.8024  	
	12-Mar-2004	1.7959  	
	15-Mar-2004	1.8053  	
	16-Mar-2004	1.8165  	
	17-Mar-2004	1.8141  	
	18-Mar-2004	1.8237  	
	19-Mar-2004	1.8334  	
	22-Mar-2004	1.8446  	
	23-Mar-2004	1.8434  	
	24-Mar-2004	1.8388  	
	25-Mar-2004	1.8016  	
	26-Mar-2004	1.8193  	
	29-Mar-2004	1.8165  	
	30-Mar-2004	1.8258  	
	31-Mar-2004	1.8344  	
	01-Apr-2004	1.8512  	
	02-Apr-2004	1.8469  	
	05-Apr-2004	1.8186  	
	06-Apr-2004	1.8348  	
	07-Apr-2004	1.8353  	
	08-Apr-2004	1.838  	
	09-Apr-2004	1.8326  	
	12-Apr-2004	1.8361  	
	13-Apr-2004	1.8253  	
	14-Apr-2004	1.8019  	
	15-Apr-2004	1.7798  	
	16-Apr-2004	1.7876  	
	19-Apr-2004	1.8093  	
	20-Apr-2004	1.7952  	
	21-Apr-2004	1.7679  	
	22-Apr-2004	1.7653  	
	23-Apr-2004	1.7773  	
	26-Apr-2004	1.7834  	
	27-Apr-2004	1.7891  	
	28-Apr-2004	1.7852  	
	29-Apr-2004	1.7584  	
	30-Apr-2004	1.7732  	
	03-May-2004	1.7723  	
	04-May-2004	1.7873  	
	05-May-2004	1.7935  	
	06-May-2004	1.7935  	
	07-May-2004	1.7955  	
	10-May-2004	1.7712  	
	11-May-2004	1.7549  	
	12-May-2004	1.7706  	
	13-May-2004	1.7641  	
	14-May-2004	1.7497  	
	17-May-2004	1.7678  	
	18-May-2004	1.7644  	
	19-May-2004	1.7822  	
	20-May-2004	1.7719  	
	21-May-2004	1.7928  	
	24-May-2004	1.7897  	
	25-May-2004	1.8054  	
	26-May-2004	1.8176  	
	27-May-2004	1.8264  	
	28-May-2004	1.8347  	
	01-Jun-2004	1.8376  	
	02-Jun-2004	1.8455  	
	03-Jun-2004	1.8369  	
	04-Jun-2004	1.8375  	
	07-Jun-2004	1.8397  	
	08-Jun-2004	1.8422  	
	09-Jun-2004	1.8349  	
	10-Jun-2004	1.829  	
	11-Jun-2004	1.8185  	
	14-Jun-2004	1.8089  	
	15-Jun-2004	1.8148  	
	16-Jun-2004	1.8257  	
	17-Jun-2004	1.8369  	
	18-Jun-2004	1.8333  	
	21-Jun-2004	1.8351  	
	22-Jun-2004	1.8189  	
	23-Jun-2004	1.8153  	
	24-Jun-2004	1.8123  	
	25-Jun-2004	1.8225  	
	28-Jun-2004	1.8277  	
	29-Jun-2004	1.8206  	
	30-Jun-2004	1.8117  	
	01-Jul-2004	1.8175  	
	02-Jul-2004	1.8174  	
	05-Jul-2004	1.8325  	
	06-Jul-2004	1.8354  	
	07-Jul-2004	1.8524  	
	08-Jul-2004	1.8491  	
	09-Jul-2004	1.8518  	
	12-Jul-2004	1.8632  	
	13-Jul-2004	1.8586  	
	14-Jul-2004	1.857  	
	15-Jul-2004	1.8503  	
	16-Jul-2004	1.8557  	
	19-Jul-2004	1.8693  	
	20-Jul-2004	1.8582  	
	21-Jul-2004	1.841  	
	22-Jul-2004	1.841  	
	23-Jul-2004	1.8337  	
	26-Jul-2004	1.8397  	
	27-Jul-2004	1.8417  	
	28-Jul-2004	1.8177  	
	29-Jul-2004	1.813  	
	30-Jul-2004	1.816  	
	02-Aug-2004	1.8297  	
	03-Aug-2004	1.8183  	
	04-Aug-2004	1.8188  	
	05-Aug-2004	1.8242  	
	06-Aug-2004	1.8216  	
	09-Aug-2004	1.841  	
	10-Aug-2004	1.8363  	
	11-Aug-2004	1.8274  	
	12-Aug-2004	1.8315  	
	13-Aug-2004	1.8194  	
	16-Aug-2004	1.8427  	
	17-Aug-2004	1.8368  	
	18-Aug-2004	1.8268  	
	19-Aug-2004	1.8279  	
	20-Aug-2004	1.8255  	
	23-Aug-2004	1.8172  	
	24-Aug-2004	1.8053  	
	25-Aug-2004	1.7969  	
	26-Aug-2004	1.7955  	
	27-Aug-2004	1.8013  	
	30-Aug-2004	1.7927  	
	31-Aug-2004	1.7929  	
	01-Sep-2004	1.7986  	
	02-Sep-2004	1.7926  	
	03-Sep-2004	1.7895  	
	06-Sep-2004	1.7805  	
	07-Sep-2004	1.7759  	
	08-Sep-2004	1.7748  	
	09-Sep-2004	1.7836  	
	10-Sep-2004	1.7874  	
	13-Sep-2004	1.8  	
	14-Sep-2004	1.7953  	
	15-Sep-2004	1.7872  	
	16-Sep-2004	1.7869  	
	17-Sep-2004	1.796  	
	20-Sep-2004	1.783  	
